"Freq [GHz]","mag(S(RX_ant1_1,TX_antenna)) []"
4.9075,0.00109792924111718
4.915,0.00092220697685545
4.9225,0.000852415445054767
4.93,0.00103768553671874
4.9375,0.00102928863909473
4.945,0.000839487755740898
4.9525,0.00076583222252441
4.96,0.000867006824784659
4.9675,0.00100243207112922
4.975,0.00116438791426251
4.9825,0.0013992471347725
4.99,0.00174234723270659
4.9975,0.00206707122025249
5.005,0.00221285435605665
5.0125,0.00242113747216114
5.02,0.00264356399869373
5.0275,0.00285846155582509
5.035,0.00304105819665975
5.0425,0.00301466583275288
5.05,0.00306712734839348
5.0575,0.00317670836611846
5.065,0.00329339581030685
5.0725,0.00346066010526694
5.08,0.00360899997631133
5.0875,0.00353755719817744
5.095,0.00328299310782212
5.1025,0.00320080706533069
5.11,0.00302489440111304
5.1175,0.0028704592251722
5.125,0.00277333555501689
5.1325,0.00238168157390173
5.14,0.00209832850296671
5.1475,0.00200730251154047
5.155,0.00207277432394458
5.1625,0.00208808906242431
5.17,0.00207144644638595
5.1775,0.00201765118074598
5.185,0.00177324368990694
5.1925,0.00176129720012365
5.2,0.00182265217452912
5.2075,0.00176768278137777
5.215,0.00185482389923811
5.2225,0.00195753965852084
5.23,0.00186879534557839
5.2375,0.00178844808934967
5.245,0.00191536900233723
5.2525,0.00213370831273011
5.26,0.00237118515416208
5.2675,0.00261778911252867
5.275,0.00275115737086133
5.2825,0.00267882383427356
5.29,0.00272508448556499
5.2975,0.00274165525027967
5.305,0.00265264968687304
5.3125,0.00263666675661932
5.32,0.00236631243925211
5.3275,0.0021375911796969
5.335,0.00199847766318093
5.3425,0.00186038232609628
5.35,0.00206254349938722
5.3575,0.00205426976028738
5.365,0.00194766881347848
5.3725,0.00196503803535224
5.38,0.00197932671677461
5.3875,0.00186473280781699
5.395,0.0018447680334164
5.4025,0.00176724315966489
5.41,0.00156017564749768
5.4175,0.00154007741892531
5.425,0.00143589047238299
5.4325,0.00110687700850463
5.44,0.000719900211171994
5.4475,0.000494865971457004
5.455,0.000294435393151404
5.4625,0.000246051170270807
5.47,0.000426709244548158
5.4775,0.0008486980332844
5.485,0.000865147681017494
5.4925,0.000920199765614484
5.5,0.000989894806684433
5.5075,0.000740775881989311
5.515,0.000968168212469319
5.5225,0.001140350806115
5.53,0.00146336078160759
5.5375,0.00165948707591311
5.545,0.00180383856868162
5.5525,0.00190159123154627
5.56,0.00207549967523675
5.5675,0.00229268561590092
5.575,0.00233780394454496
5.5825,0.00248018103088506
5.59,0.00237343103309492
5.5975,0.00260285571155953
5.605,0.00302359117264713
5.6125,0.00306440360142701
5.62,0.00315321048332319
5.6275,0.00315536630652372
5.635,0.00297064043567156
5.6425,0.00272591719267541
5.65,0.00247382611240919
5.6575,0.00217665039349659
5.665,0.00168545078847147
5.6725,0.00118774682361252
5.68,0.000912376870738908
5.6875,0.000748875298919813
5.695,0.000664340020381751
5.7025,0.000717412503786877
5.71,0.00100827929890846
5.7175,0.0012083402283412
5.725,0.00129816194793137
5.7325,0.00154997016591033
5.74,0.001673358390477
5.7475,0.00175950175197818
5.755,0.00198613877956013
5.7625,0.00207592459888529
5.77,0.0020516082571024
5.7775,0.00210065600815127
5.785,0.00227250390783297
5.7925,0.00239124902352666
5.8,0.002424020930595
5.8075,0.00249525521894814
5.815,0.00242224173815758
5.8225,0.00234414203444324
5.83,0.00236476522278192
5.8375,0.00245607163314072
5.845,0.00255511448465472
5.8525,0.00241997598928761
5.86,0.00245654189349567
5.8675,0.00259449511304155
5.875,0.00250774636219167
5.8825,0.00251197092369741
5.89,0.0024836159522753
5.8975,0.00211119118556401
5.905,0.00160532410863478
5.9125,0.00138725622314856
5.92,0.00115445473616566
5.9275,0.000888993014818517
5.935,0.000918810369961285
5.9425,0.00101096717390206
5.95,0.00105181356183512
5.9575,0.00124030406284595
5.965,0.00139553574409998
5.9725,0.00136563725239036
5.98,0.00139675190603407
5.9875,0.00158443408347116
5.995,0.0015626844840936
6.0025,0.0017385682923566
6.01,0.00201310644668076
6.0175,0.00207724404662397
6.025,0.00223618582964681
6.0325,0.00217421096417991
6.04,0.00216323003500124
6.0475,0.00231724532674461
6.055,0.0021642699737919
6.0625,0.00220050159263581
6.07,0.00221249759680065
6.0775,0.00199901550905148
6.085,0.00206529858696394
6.0925,0.00221700398801414
6.1,0.0021304841222372
6.1075,0.00211602361446829
6.115,0.00217408640027747
6.1225,0.00194409057975392
6.13,0.00184932247290688
6.1375,0.00172176742468639
6.145,0.00142446109449327
6.1525,0.00117182030244973
6.16,0.000700618410701202
6.1675,0.000308197239583436
6.175,0.000367771728709111
6.1825,0.000682283514714891
6.19,0.000686801075838171
6.1975,0.0009872376770552
6.205,0.00115414978107046
6.2125,0.000932750571481917
6.22,0.00114447292477047
6.2275,0.00117340955709691
6.235,0.000703517108230097
6.2425,0.000602703456265029
6.25,0.000607834067700346
6.2575,0.000559167008587338
6.265,0.00103402701624181
6.2725,0.000982407901589165
6.28,0.0010473408747417
6.2875,0.00117854607407981
6.295,0.00125670816118087
6.3025,0.00168891628418524
6.31,0.00174566014049954
6.3175,0.00204985855000834
6.325,0.00240669469175974
6.3325,0.00231613836300251
6.34,0.00262822502743585
6.3475,0.0029863026118432
6.355,0.00290444801411036
6.3625,0.00286326166881559
6.37,0.00279550383570795
6.3775,0.0024578349893794
6.385,0.00219019080863929
6.3925,0.00207635172656975
6.4,0.00194394456988969
6.4075,0.00171686431947646
6.415,0.00147392013973374
6.4225,0.00125435436983897
6.43,0.00118069040854605
6.4375,0.00133744534467738
6.445,0.00130728377949179
6.4525,0.00118344600330062
6.46,0.00102167419657893
6.4675,0.000682044775473515
6.475,0.000696234301613894
6.4825,0.000486123046415847
6.49,0.000477502873774428
6.4975,0.000711213869723945
6.505,0.000453177111367424
6.5125,0.000916763565408155
6.52,0.00116323255646938
6.5275,0.00136132862039662
6.535,0.00186489475830397
6.5425,0.00198207819083039
6.55,0.00214170015558239
6.5575,0.00245623355939701
6.565,0.0026589683593408
6.5725,0.00293496625085029
6.58,0.00317431086758373
6.5875,0.00317260637556829
6.595,0.00312646519753158
6.6025,0.00305333840277138
6.61,0.00269969188303015
6.6175,0.00258844403128124
6.625,0.00253736305676372
6.6325,0.00210196128978129
6.64,0.00180591024266372
6.6475,0.00150642124800874
6.655,0.00111189872035241
6.6625,0.000862360141511712
6.67,0.000738478941416275
6.6775,0.000780476691026396
6.685,0.000715902005045788
6.6925,0.0010670516632016
6.7,0.00128400906569719
6.7075,0.00133387437244106
6.715,0.00136192567648051
6.7225,0.00119523040912541
6.73,0.00151442856040051
6.7375,0.0017013475011489
6.745,0.00166458672779246
6.7525,0.00211092157546631
6.76,0.00185968616341307
6.7675,0.00175096151086055
6.775,0.00238071337202382
6.7825,0.00223079619008891
6.79,0.0023190672793191
6.7975,0.0025326854778105
6.805,0.0023251581027883
6.8125,0.002302494183339
6.82,0.00239227565912753
6.8275,0.00255495430298011
6.835,0.00274441279077431
6.8425,0.00269805949386114
6.85,0.00261279573908982
6.8575,0.00260618938534116
6.865,0.00228025193164542
6.8725,0.00225607713596095
6.88,0.00237632083027482
6.8875,0.00208139315289932
6.895,0.00204573126296652
6.9025,0.0019483647607861
6.91,0.00183295970639889
6.9175,0.00188062729983841
6.925,0.00186886668011097
6.9325,0.00203079348896164
6.94,0.00213490788417855
6.9475,0.00194858973813858
6.955,0.00187375942763469
6.9625,0.00180514179503674
6.97,0.0013495381537517
6.9775,0.00104823527951247
6.985,0.000933978121652684
6.9925,0.000837209715830775
7,0.0012758875035991
7.0075,0.00153329084792587
7.015,0.00167012678009894
7.0225,0.00190444240401037
7.03,0.00185626800691879
7.0375,0.00184816170798592
7.045,0.00208342300413649
7.0525,0.00225997821036248
7.06,0.00252525064980462
7.0675,0.0026910806214044
7.075,0.00286255842908904
7.0825,0.00317249480227742
7.09,0.0034202783880287
7.0975,0.00363777221130965
7.105,0.00377377499618514
7.1125,0.00372853757525111
7.12,0.00360083195067481
7.1275,0.00358140454186328
7.135,0.00338116588129894
7.1425,0.0032621120915645
7.15,0.00320288515617892
7.1575,0.00280900520430408
7.165,0.00250030505477848
7.1725,0.00237036237429147
7.18,0.00214722393031517
7.1875,0.00180356334729931
7.195,0.00164325305487413
7.2025,0.00147281143597181
7.21,0.00122735151056684
7.2175,0.00149202962455864
7.225,0.00160593676315135
7.2325,0.00153263515408785
7.24,0.0015754857484992
7.2475,0.00156036893436218
7.255,0.00170188186325008
7.2625,0.00192671707821201
7.27,0.00184140520281237
7.2775,0.00206524321330506
7.285,0.00210129463301083
7.2925,0.00204751419041334
7.3,0.00247636956178149
7.3075,0.00238345588548972
7.315,0.00252322312731864
7.3225,0.00289073925529292
7.33,0.00284508122891194
7.3375,0.00281617024213789
7.345,0.00297755681388759
7.3525,0.00262255750393913
7.36,0.00235446465503394
7.3675,0.0026239061418236
7.375,0.00210118166056677
7.3825,0.00242412537306294
7.39,0.00245949528320723
7.3975,0.00197771855456009
7.405,0.00250975018399343
7.4125,0.00226781374049136
7.42,0.00203501456430842
7.4275,0.00219302806036979
7.435,0.00207409043110517
7.4425,0.00217497824428006
7.45,0.00241261387657558
7.4575,0.00272126467858355
7.465,0.00287770261297113
7.4725,0.00289941711184927
7.48,0.00294758698545326
7.4875,0.00291626643646353
7.495,0.00273410286122352
7.5025,0.00265972447765871
7.51,0.00234332184102588
7.5175,0.00207421776033666
7.525,0.0019178259552337
7.5325,0.00153340455959624
7.54,0.00155913372485662
7.5475,0.00117791501852217
7.555,0.0011710209362355
7.5625,0.00157065473199833
7.57,0.00163770999255632
7.5775,0.00195880699030586
7.585,0.00206690175917118
7.5925,0.00189798063048802
7.6,0.00209715458986767
7.6075,0.00237961387180167
7.615,0.00252201873275967
7.6225,0.00291058785835505
7.63,0.00299264989140732
7.6375,0.00321198567601047
7.645,0.0034954968594616
7.6525,0.00337501856312631
7.66,0.00357966390796178
7.6675,0.0035585845668875
7.675,0.00319328163042068
7.6825,0.00311684438107083
7.69,0.00279920343424637
7.6975,0.00237288733828478
7.705,0.00229311658617529
7.7125,0.00204747575666304
7.72,0.00185588328246968
7.7275,0.00187151671937705
7.735,0.0016809439161975
7.7425,0.00145190949004388
7.75,0.00150653973419729
7.7575,0.00123561086565157
7.765,0.000925056815287866
7.7725,0.000973232642405949
7.78,0.000708770569946685
7.7875,0.00117646332182436
7.795,0.00162723902886836
7.8025,0.00191944147055435
7.81,0.00242199949422116
7.8175,0.00276806634842787
7.825,0.00298474635447818
7.8325,0.00339733297122121
7.84,0.00355309929709144
7.8475,0.00354565892141753
7.855,0.00364964965967704
7.8625,0.00336404750500428
7.87,0.00339361182694549
7.8775,0.00336466129640234
7.885,0.0029492977863609
7.8925,0.00324514950039031
7.9,0.00306890569099442
7.9075,0.00280964536393009
7.915,0.00289686278163235
7.9225,0.00260292178524387
7.93,0.0024547621930705
7.9375,0.00213899161292487
7.945,0.00176536636253419
7.9525,0.00146292046233773
7.96,0.00147582238908077
7.9675,0.00173070267813401
7.975,0.00214389121733807
7.9825,0.00251486064482996
7.99,0.00287982750985546
7.9975,0.00308764129569686
8.005,0.00275962056094407
8.0125,0.00299721133391727
8.02,0.00266243290203527
8.0275,0.0020845335013404
8.035,0.00224615378830561
8.0425,0.00143037515456954
8.05,0.00148466859817124
8.0575,0.00158332476771092
8.065,0.00155255862905283
8.0725,0.00195597113402324
8.08,0.00193250249708322
8.0875,0.00199813581521678
8.095,0.00197412846359706
8.1025,0.00204512054152555
8.11,0.00210761583848136
8.1175,0.00210632873778568
8.125,0.00216198997077049
8.1325,0.00226575085476685
8.14,0.00234939021333492
8.1475,0.00258645406385837
8.155,0.00266510450465181
8.1625,0.00264384071179518
8.17,0.00287558304955008
8.1775,0.0027819312912299
8.185,0.00303148736627738
8.1925,0.00346300453971866
8.2,0.00339018868234296
8.2075,0.00362406086668878
8.215,0.00398528245159669
8.2225,0.00377347063254237
8.23,0.00402458849154568
8.2375,0.00427564302415935
8.245,0.00384880420909499
8.2525,0.00400560009915358
8.26,0.00391261166457915
8.2675,0.00339903793859655
8.275,0.00328172957927341
8.2825,0.00282343077723833
8.29,0.00227799454315075
8.2975,0.00193843137040394
8.305,0.00151250684014781
8.3125,0.00101281022142982
8.32,0.000799160279614862
8.3275,0.0008682264706629
8.335,0.00103958017025178
8.3425,0.00141458671700568
8.35,0.00169560890700176
8.3575,0.00197562614670531
8.365,0.0022744101096076
8.3725,0.0025877369506111
8.38,0.00290917250031412
8.3875,0.00295327233830007
8.395,0.00306278840411606
8.4025,0.00319541345535472
8.41,0.00307565103555921
8.4175,0.00312909788374669
8.425,0.00305460203216229
8.4325,0.0027559799073911
8.44,0.0027634626635274
8.4475,0.00268814618355881
8.455,0.00253799597212365
8.4625,0.00270393855481069
8.47,0.00274135966890823
8.4775,0.00261305071446831
8.485,0.00279492093763683
8.4925,0.00261429446121375
8.5,0.00244434802500586
8.5075,0.0024398522717105
8.515,0.00216704973219349
8.5225,0.00212637767392445
8.53,0.00199477469469406
8.5375,0.00225998267735115
8.545,0.00226161686051364
8.5525,0.00224699814594272
8.56,0.00246703255454613
8.5675,0.00233561480447487
8.575,0.00255361363465237
8.5825,0.0024495682983234
8.59,0.00254540143526334
8.5975,0.00268648234610315
8.605,0.00235529751829534
8.6125,0.00243245885920766
8.62,0.00238852106811473
8.6275,0.00209696120832828
8.635,0.00206896080521505
8.6425,0.00213891820910957
8.65,0.00178405560985566
8.6575,0.00172945320707533
8.665,0.00158288197097923
8.6725,0.00128784560769262
8.68,0.00155294401792157
8.6875,0.00156498111732285
8.695,0.00196653455197564
8.7025,0.00227897593237658
8.71,0.00247942907811876
8.7175,0.00284766695033908
8.725,0.00307345861607297
8.7325,0.00324110359551512
8.74,0.00326715689038063
8.7475,0.00340194359123185
8.755,0.00338554682610469
8.7625,0.00314660905856653
8.77,0.00305544395731503
8.7775,0.00289414255208266
8.785,0.00233743294421589
8.7925,0.0019807632810677
8.8,0.00190880338670453
8.8075,0.0016280139405093
8.815,0.00152462036709963
8.8225,0.00149520190303069
8.83,0.00146290026935234
8.8375,0.00128140478118045
8.845,0.00131643562737988
8.8525,0.00136953219224602
8.86,0.00129962291076253
8.8675,0.00136369049967988
8.875,0.00155814532506805
8.8825,0.00179713776862479
8.89,0.00179103613750573
8.8975,0.00216152868558282
8.905,0.00222095740828982
8.9125,0.00224921607611292
8.92,0.00258981023074633
8.9275,0.00272562497850984
8.935,0.00301457620661766
8.9425,0.00309539341132042
8.95,0.00324818720972278
8.9575,0.00355722035407505
8.965,0.00347266574520661
8.9725,0.0036343518262342
8.98,0.00391945935992303
8.9875,0.00367026656568353
8.995,0.00346510889795666
9.0025,0.00349957917920937
9.01,0.0031504835640629
9.0175,0.00264881780609035
9.025,0.00253429840475023
9.0325,0.00221324422860169
9.04,0.00165728707535323
9.0475,0.00148013475254975
9.055,0.00110301986947775
9.0625,0.00096155201370085
9.07,0.0011309245831614
9.0775,0.00112862460158788
9.085,0.00129229454720943
9.0925,0.00149320339517307
9.1,0.00168500435321341
9.1075,0.00199145998896477
9.115,0.00207302858159665
9.1225,0.00209198988970023
9.13,0.00217612784198487
9.1375,0.00202148938670263
9.145,0.00208568132994875
9.1525,0.00199563924396516
9.16,0.00178908563110103
9.1675,0.00195658212781774
9.175,0.00183330593502409
9.1825,0.00191031966482692
9.19,0.00201577842735997
9.1975,0.0019514153617249
9.205,0.00208178730768137
9.2125,0.00197183549974285
9.22,0.00203587221752797
9.2275,0.00218413491551354
9.235,0.00218495684591548
9.2425,0.002416931209247
9.25,0.00267819439102507
9.2575,0.0026151305913307
9.265,0.00284717107826566
9.2725,0.00300411146011548
9.28,0.00277955153612197
9.2875,0.00299012764379224
9.295,0.00294005969899001
9.3025,0.00274370544205668
9.31,0.00281495670056742
9.3175,0.00254022416464522
9.325,0.00263444320918607
9.3325,0.00268468143161947
9.34,0.00250165613850644
9.3475,0.00250251795182094
9.355,0.00229667661546095
9.3625,0.00200352657471482
9.37,0.00179616891814322
9.3775,0.00158129395780065
9.385,0.00144608580027793
9.3925,0.00110915332339503
9.4,0.000738612639724803
9.4075,0.00055809883057248
9.415,0.000327681589142674
9.4225,0.000880491642189962
9.43,0.0010102376268402
9.4375,0.00139345096681884
9.445,0.00180979283146923
9.4525,0.00185704696123658
9.46,0.00206839286202663
9.4675,0.00222475700864993
9.475,0.00221164606420011
9.4825,0.00235707541879558
9.49,0.00261679440132003
9.4975,0.0026200021994552
9.505,0.00284555108999727
9.5125,0.00317570479995024
9.52,0.00309444843755878
9.5275,0.00323105428116249
9.535,0.00326635641564658
9.5425,0.00292673591918493
9.55,0.00266867030751935
9.5575,0.00239090818644997
9.565,0.00214536310915853
9.5725,0.00179873468085758
9.58,0.00150737907061747
9.5875,0.00140071670544224
9.595,0.00125097842533091
9.6025,0.00138827922093825
9.61,0.00150747611606222
9.6175,0.00156681559292229
9.625,0.00158818468203411
9.6325,0.00156581104838254
9.64,0.00161591335538358
9.6475,0.00158084313744244
9.655,0.00154522508858713
9.6625,0.00151134696152526
9.67,0.0015299418174756
9.6775,0.00161858468823259
9.685,0.00177932090333404
9.6925,0.00206419056637386
9.7,0.00213549167131477
9.7075,0.00215754690078373
9.715,0.00229358356091099
9.7225,0.00224685248412529
9.73,0.00203989472905394
9.7375,0.00212575035405916
9.745,0.00202426302164471
9.7525,0.00178914344506615
9.76,0.00207261043552926
9.7675,0.00205277549002979
9.775,0.00203550736202444
9.7825,0.0022403501812237
9.79,0.00222776372827404
9.7975,0.00217505311176835
9.805,0.00213572543622072
9.8125,0.00209133409600738
9.82,0.00179171985878667
9.8275,0.00184126350529645
9.835,0.00194712803174086
9.8425,0.00186010336081776
9.85,0.00209984933616178
9.8575,0.00212552588776763
9.865,0.00208716531989738
9.8725,0.00218746963147613
9.88,0.00217158894212053
9.8875,0.00191186562279621
9.895,0.0017452196343145
9.9025,0.00151864316767581
9.91,0.00115296420103263
9.9175,0.00119484337823285
9.925,0.00115519442194392
9.9325,0.00128847933590574
9.94,0.00141454696643661
9.9475,0.00145583295945139
9.955,0.00169132877154132
9.9625,0.00176501437198435
9.97,0.0019246453943428
9.9775,0.00213026393271171
9.985,0.00216531325438445
9.9925,0.00239485292458054
10,0.00263475111253137
10.0075,0.0027336373334608
10.015,0.00304246161812449
10.0225,0.00328227982979836
10.03,0.00336816245005638
10.0375,0.00342185226423092
10.045,0.00342259482373224
10.0525,0.00341382358892885
10.06,0.00327874659362166
10.0675,0.00320289459190646
10.075,0.00304778400689867
10.0825,0.00274660084474634
10.09,0.00262539100123111
10.0975,0.00240373630087773
10.105,0.00225078117855234
10.1125,0.002078267652472
10.12,0.00183351049949738
10.1275,0.00170002756052695
10.135,0.00140267325794005
10.1425,0.00114061741880233
10.15,0.000876507143301681
10.1575,0.000623628802738775
10.165,0.000281677760808931
10.1725,0.000319347334469729
10.18,0.00047538060499602
10.1875,0.000694696762527966
10.195,0.00106842715173433
10.2025,0.0012299342783222
10.21,0.00151233377670406
10.2175,0.00183452174065119
10.225,0.00215419006277971
10.2325,0.00236221228980987
10.24,0.00249117828937608
10.2475,0.00276439837830749
10.255,0.00279597845011173
10.2625,0.00276118060837163
10.27,0.00278505810826419
10.2775,0.00267561743603767
10.285,0.00263138734849273
10.2925,0.00243026092928215
10.3,0.00240807640345148
10.3075,0.00235649808576524
10.315,0.00210200894369057
10.3225,0.00216266240352304
10.33,0.00206293984964216
10.3375,0.0019333567432091
10.345,0.00187614149306268
10.3525,0.00179088554887725
10.36,0.00176287474638693
10.3675,0.00171086909890033
10.375,0.0016146798147385
10.3825,0.00155161996034636
10.39,0.0014564407655802
10.3975,0.00109647694479285
10.405,0.00105751518146547
10.4125,0.000968966638055519
10.42,0.000767968130818621
10.4275,0.00095732835969865
10.435,0.00091237563594059
10.4425,0.000850098135194406
10.45,0.000718937764358893
10.4575,0.000618344063826089
10.465,0.000427117327688055
10.4725,0.000391864827589706
10.48,0.000701277168349232
10.4875,0.000826792209389294
10.495,0.00105608158583233
10.5025,0.001349220543245
10.51,0.00141007695815717
10.5175,0.00145891594179046
10.525,0.0017188162944981
10.5325,0.00165022651665372
10.54,0.00163355448918295
10.5475,0.00175144925495294
10.555,0.00166689279214055
10.5625,0.00182778597103989
10.57,0.00193853078078033
10.5775,0.00193394262587824
10.585,0.00201747671012388
10.5925,0.00196610653862886
10.6,0.00189589446741283
10.6075,0.00185026090736063
10.615,0.00182811878607059
10.6225,0.00178874921973089
10.63,0.00163737961274064
10.6375,0.00161160060097076
10.645,0.00146446040466795
10.6525,0.00114633845885051
10.66,0.00108866298701994
10.6675,0.000913276051754224
10.675,0.00064192416720449
10.6825,0.000678798926144605
10.69,0.000523348512097772
10.6975,0.000412506047164068
10.705,0.000394918306139428
10.7125,0.000231010978389945
10.72,0.00042288117952749
10.7275,0.000621715538671488
10.735,0.000837072714312003
10.7425,0.00116295328630518
10.75,0.00142145023805476
10.7575,0.00160372485952906
10.765,0.00187229749722867
10.7725,0.00196740401469343
10.78,0.00204575486528353
10.7875,0.0021379741722368
10.795,0.00209507491234874
10.8025,0.00219599964378202
10.81,0.00215531507708074
10.8175,0.00201449708161575
10.825,0.00201221636737324
10.8325,0.00189541284250001
10.84,0.00177066210254504
10.8475,0.00174260834982175
10.855,0.00161585864243548
10.8625,0.00146582546520581
10.87,0.00136426627883467
10.8775,0.00125703874795873
10.885,0.00109150348585184
10.8925,0.000901338373998363
10.9,0.000742525740290106
10.9075,0.000532552245273773
10.915,0.000415882545169806
10.9225,0.000274118711014269
10.93,0.000175014167368419
10.9375,0.00024220312522433
10.945,0.000404550042393128
10.9525,0.000729681267230553
10.96,0.000828764493973665
10.9675,0.00093938570319678
10.975,0.00112897455282849
10.9825,0.00119552539680783
10.99,0.00142677183674075
10.9975,0.00165080255547254
11.005,0.00173751212454795
11.0125,0.0019119282098599
11.02,0.00193657195225932
11.0275,0.00185074725910408
11.035,0.00197167648677146
11.0425,0.00195889268235494
11.05,0.00190684018295254
11.0575,0.00197929668841749
11.065,0.00203927872573803
11.0725,0.00197176938542547
11.08,0.00185541129838427
11.0875,0.00184733356384207
11.095,0.00169052155091055
11.1025,0.00156881278514022
11.11,0.00161898490972092
11.1175,0.00155601999293845
11.125,0.00152967708873812
11.1325,0.00150239994781199
11.14,0.00151847396563838
11.1475,0.00157225728115897
11.155,0.00154130611805719
11.1625,0.00147034402711832
11.17,0.00146062260933928
11.1775,0.00126173545122263
11.185,0.000848745022977417
11.1925,0.000606727848714222
11.2,0.000528097929604569
11.2075,0.00048319650380059
11.215,0.00051833121080176
11.2225,0.000605459485372249
11.23,0.000901376149069047
11.2375,0.0010587793365976
11.245,0.00102631221936218
11.2525,0.00118353585106778
11.26,0.00128301967255895
11.2675,0.0013273497012533
11.275,0.00141517516636073
11.2825,0.00157787419924755
11.29,0.00180874973129548
11.2975,0.00187235258348244
11.305,0.00207112951636233
11.3125,0.00223588905546385
11.32,0.00226921383320009
11.3275,0.00244256881036055
11.335,0.00247217254243824
11.3425,0.00245018270451555
11.35,0.00248403768326324
11.3575,0.0024893100736077
11.365,0.00247148915183113
11.3725,0.00249927212578771
11.38,0.00257514566930206
11.3875,0.00240043009609435
11.395,0.00229690302144764
11.4025,0.00226976545349246
11.41,0.00195159135839241
11.4175,0.00179482994672518
11.425,0.00167939131671612
11.4325,0.0013364996995118
11.44,0.000969570662153933
11.4475,0.000641664336273538
11.455,0.00042690761280971
11.4625,0.000391244605689051
11.47,0.000504859506299107
11.4775,0.000689914445015313
11.485,0.00101203185091568
11.4925,0.00122598369256113
11.5,0.00130900910996417
11.5075,0.00145482890611585
11.515,0.00157366170429452
11.5225,0.00154525704037899
11.53,0.00165147607067315
11.5375,0.00179223738507916
11.545,0.00175395438492475
11.5525,0.00182055475981405
11.56,0.00191635266527764
11.5675,0.00177066689513068
11.575,0.00175773992075941
11.5825,0.00180509451221452
11.59,0.00165395419303823
11.5975,0.00167735235780884
11.605,0.00176519092799764
11.6125,0.00175139470414359
11.62,0.00175991002856924
11.6275,0.00173365978705242
11.635,0.00171158442709758
11.6425,0.00171515901970772
11.65,0.00161797776288228
11.6575,0.00149862832322272
11.665,0.00131349855145479
11.6725,0.00107520878163297
11.68,0.00106765612035466
11.6875,0.000865163208628606
11.695,0.000823740392135318
11.7025,0.000835061412532597
11.71,0.000704172703044205
11.7175,0.000980744849603031
11.725,0.000954936384987951
11.7325,0.00104226679268314
